CodigoLocalidad,CodigoRecinto,CodigoMesa,InscritosHabilitados,VotoValido,VotoBlanco,VotoNuloDirecto,VotoNuloDeclinacion,TotalVotoNulo,VotoEmitido,VotoValidoReal,VotoEmitidoReal
820,30055,2047851,240,211,0,6,0,6,217,211,217
820,30055,2047861,240,212,0,8,0,8,220,212,220
820,30055,2047871,240,212,3,4,0,4,219,212,219
820,30055,2047881,240,217,1,6,0,6,224,217,224
820,30055,2047891,240,205,1,12,0,12,218,205,218
820,30055,2047901,240,201,0,11,0,11,212,201,212
820,30055,2047911,240,210,1,11,0,11,222,210,222
820,30055,2047921,53,47,0,3,0,3,50,47,50
820,201,2047931,240,192,2,24,0,24,218,192,218
820,201,2047941,240,204,0,13,0,13,217,204,217
820,201,2047951,240,200,1,20,0,20,221,200,221
820,201,2047961,240,211,2,12,0,12,225,211,225
820,201,2047971,240,206,2,10,0,10,218,206,218
820,201,2047981,240,210,3,12,0,12,225,210,225
820,201,2047991,240,215,2,8,0,8,225,215,225
820,201,2048001,240,218,1,5,0,5,224,218,224
820,201,2048011,240,210,3,3,0,3,216,210,216
820,201,2048021,240,206,2,9,0,9,217,206,217
820,201,2048031,240,216,0,7,0,7,223,216,223
820,201,2048041,240,210,3,7,0,7,220,210,220
820,201,2048051,240,208,1,6,0,6,215,208,215
820,201,2048061,240,203,2,10,0,10,215,203,215
820,201,2048071,240,210,1,8,0,8,219,210,219
820,201,2048081,240,217,2,6,0,6,225,217,225
820,201,2048091,240,216,0,10,0,10,226,216,226
820,201,2048101,240,198,2,8,0,8,208,198,208
820,201,2048111,240,201,2,10,0,10,213,201,213
820,201,2048121,240,200,0,14,0,14,214,200,214
820,201,2048131,240,201,1,10,0,10,212,201,212
820,201,2048141,250,211,1,13,0,13,225,211,225
820,2403,2048151,240,200,3,13,0,13,216,200,216
820,2403,2048161,240,201,1,22,0,22,224,201,224
820,2403,2048171,240,212,18,10,0,10,240,212,240
820,2403,2048181,240,201,2,10,0,10,213,201,213
820,2403,2048191,240,202,2,15,0,15,219,202,219
820,2403,2048201,240,214,1,10,0,10,225,214,225
820,2403,2048211,240,210,2,8,0,8,220,210,220
820,2403,2048221,240,195,0,17,0,17,212,195,212
820,2403,2048231,240,201,3,12,0,12,216,201,216
820,2403,2048241,240,172,2,41,0,41,215,172,215
820,2403,2048251,240,213,0,9,0,9,222,213,222
820,2403,2048261,240,213,1,6,0,6,220,213,220
820,2403,2048271,240,210,2,9,0,9,221,210,221
820,2403,2048281,240,206,3,10,0,10,219,206,219
820,2403,2048291,240,196,2,23,0,23,221,196,221
820,2403,2048301,240,212,1,13,0,13,226,212,226
820,2403,2048311,240,200,0,16,0,16,216,200,216
820,2403,2048321,240,197,0,13,0,13,210,197,210
820,2403,2048331,240,200,1,9,0,9,210,200,210
820,2403,2048341,240,209,1,12,0,12,222,209,222
820,2403,2048351,240,204,3,10,0,10,217,204,217
820,2403,2048361,240,205,2,16,0,16,223,205,223
820,2403,2048371,240,203,4,15,0,15,222,203,222
820,2403,2048381,240,208,0,13,0,13,221,208,221
820,2403,2048391,240,198,1,10,0,10,209,198,209
820,2403,2048401,240,210,1,6,0,6,217,210,217
820,2403,2048411,240,207,1,10,0,10,218,207,218
820,2403,2048421,240,205,1,10,0,10,216,205,216
820,2403,2048431,240,217,0,9,0,9,226,217,226
820,2403,2048441,240,198,0,12,0,12,210,198,210
820,2403,2048451,240,201,2,6,0,6,209,201,209
820,2403,2048461,240,212,2,11,0,11,225,212,225
820,2403,2048471,240,207,1,10,0,10,218,207,218
820,2403,2048481,254,215,2,13,0,13,230,215,230
820,302,2048491,240,186,1,18,0,18,205,186,205
820,302,2048501,240,205,2,6,0,6,213,205,213
820,302,2048511,240,210,1,14,0,14,225,210,225
820,302,2048521,240,207,0,10,0,10,217,207,217
820,302,2048531,240,199,3,11,0,11,213,199,213
820,302,2048541,240,209,1,10,0,10,220,209,220
820,302,2048551,240,207,0,13,0,13,220,207,220
820,302,2048561,240,213,0,9,0,9,222,213,222
820,302,2048571,240,207,2,13,0,13,222,207,222
820,302,2048581,240,214,0,5,0,5,219,214,219
820,302,2048591,240,202,0,13,0,13,215,202,215
820,302,2048601,240,203,1,8,0,8,212,203,212
820,302,2048611,240,209,4,11,0,11,224,209,224
820,302,2048621,240,209,2,15,0,15,226,209,226
820,302,2048631,240,204,2,9,0,9,215,204,215
820,302,2048641,240,202,2,8,0,8,212,202,212
820,302,2048651,240,209,0,10,0,10,219,209,219
820,302,2048661,240,212,0,2,0,2,214,212,214
820,302,2048671,240,209,1,14,0,14,224,209,224
820,302,2048681,240,213,0,7,0,7,220,213,220
820,302,2048691,240,198,5,10,0,10,213,198,213
820,302,2048701,240,201,1,11,0,11,213,201,213
820,302,2048711,240,208,1,10,0,10,219,208,219
820,302,2048721,240,206,2,16,0,16,224,206,224
820,302,2048731,240,204,3,10,0,10,217,204,217
820,302,2048741,240,216,1,8,0,8,225,216,225
820,302,2048751,240,213,2,9,0,9,224,213,224
820,302,2048761,240,212,1,7,0,7,220,212,220
820,302,2048771,240,210,1,9,0,9,220,210,220
820,302,2048781,240,197,0,15,0,15,212,197,212
820,302,2048791,229,186,2,14,0,14,202,186,202
820,2603,2048801,240,201,2,16,0,16,219,201,219
820,2603,2048811,240,218,3,8,0,8,229,218,229
820,2603,2048821,240,207,2,8,0,8,217,207,217
820,2603,2048831,240,208,2,8,0,8,218,208,218
820,2603,2048841,240,212,1,10,0,10,223,212,223
820,2603,2048851,240,205,2,11,0,11,218,205,218
820,2603,2048861,240,220,3,6,0,6,229,220,229
820,2603,2048871,240,220,2,11,0,11,233,220,233
820,2603,2048881,240,207,2,10,0,10,219,207,219
820,2603,2048891,240,210,1,5,0,5,216,210,216
820,2603,2048901,240,204,0,21,0,21,225,204,225
820,2603,2048911,240,190,3,17,0,17,210,190,210
820,2603,2048921,240,211,0,16,0,16,227,211,227
820,2603,2048931,240,202,3,15,0,15,220,202,220
820,2603,2048941,240,219,2,12,0,12,233,219,233
820,2603,2048951,240,207,1,15,0,15,223,207,223
820,2603,2048961,240,204,1,19,0,19,224,204,224
820,2603,2048971,240,207,3,7,0,7,217,207,217
820,2603,2048981,240,211,0,10,0,10,221,211,221
820,2603,2048991,240,209,0,10,0,10,219,209,219
820,2603,2049001,240,214,2,10,0,10,226,214,226
820,2603,2049011,240,211,2,9,0,9,222,211,222
820,2603,2049021,240,215,0,7,0,7,222,215,222
820,2603,2049031,240,215,2,4,0,4,221,215,221
820,2603,2049041,240,214,2,6,0,6,222,214,222
820,2603,2049051,240,214,1,16,0,16,231,214,231
820,2603,2049061,240,206,0,18,0,18,224,206,224
820,2603,2049071,240,212,0,14,0,14,226,212,226
820,2603,2049081,240,219,0,4,0,4,223,219,223
820,2603,2049091,240,189,0,22,0,22,211,189,211
820,2603,2049101,123,111,0,7,0,7,118,111,118
820,2501,2049111,240,209,2,9,0,9,220,209,220
820,2501,2049121,240,213,0,12,0,12,225,213,225
820,2501,2049131,240,204,1,13,0,13,218,204,218
820,2501,2049141,240,216,0,9,0,9,225,216,225
820,2501,2049151,240,218,0,9,0,9,227,218,227
820,2501,2049161,240,213,3,10,0,10,226,213,226
820,2501,2049171,240,210,0,13,0,13,223,210,223
820,2501,2049181,240,203,1,17,0,17,221,203,221
820,2501,2049191,240,212,0,10,0,10,222,212,222
820,2501,2049201,240,206,0,14,0,14,220,206,220
820,2501,2049211,240,210,2,7,0,7,219,210,219
820,2501,2049221,240,215,1,10,0,10,226,215,226
820,2501,2049231,240,212,2,10,0,10,224,212,224
820,2501,2049241,240,205,1,17,0,17,223,205,223
820,2501,2049251,240,210,2,4,0,4,216,210,216
820,2501,2049261,240,217,1,15,0,15,233,217,233
820,2501,2049271,240,214,3,13,0,13,230,214,230
820,2501,2049281,240,218,2,6,0,6,226,218,226
820,2501,2049291,240,208,1,9,0,9,218,208,218
820,2501,2049301,240,209,3,8,0,8,220,209,220
820,2501,2049311,240,221,2,4,0,4,227,221,227
820,2501,2049321,240,211,4,12,0,12,227,211,227
820,2501,2049331,240,204,2,15,0,15,221,204,221
820,2501,2049341,185,163,2,8,0,8,173,163,173
820,2606,2049351,240,196,1,19,0,19,216,196,216
820,2606,2049361,240,193,0,17,0,17,210,193,210
820,2606,2049371,240,192,5,12,0,12,209,192,209
820,2606,2049381,240,207,1,14,0,14,222,207,222
820,2606,2049391,240,209,2,11,0,11,222,209,222
820,2606,2049401,240,200,4,11,0,11,215,200,215
820,2606,2049411,240,203,0,10,0,10,213,203,213
820,2606,2049421,240,202,2,15,0,15,219,202,219
820,2606,2049431,240,203,2,12,0,12,217,203,217
820,2606,2049441,240,179,0,39,0,39,218,179,218
820,2606,2049451,240,206,1,9,0,9,216,206,216
820,2606,2049461,240,198,0,18,0,18,216,198,216
820,2606,2049471,240,196,2,13,0,13,211,196,211
820,2606,2049481,240,214,0,5,0,5,219,214,219
820,2606,2049491,240,164,2,55,0,55,221,164,221
820,2606,2049501,125,107,1,8,0,8,116,107,116
820,203,2049511,240,218,0,8,0,8,226,218,226
820,203,2049521,240,213,0,7,0,7,220,213,220
820,203,2049531,240,214,1,25,0,25,240,214,240
820,203,2049541,240,204,4,7,0,7,215,204,215
820,203,2049551,240,216,2,5,0,5,223,216,223
820,203,2049561,240,213,2,6,0,6,221,213,221
820,203,2049571,240,215,1,4,0,4,220,215,220
820,203,2049581,240,206,1,15,0,15,222,206,222
820,203,2049591,240,218,1,9,0,9,228,218,228
820,203,2049601,240,208,2,4,0,4,214,208,214
820,203,2049611,240,214,3,4,0,4,221,214,221
820,203,2049621,240,216,1,7,0,7,224,216,224
820,203,2049631,240,208,2,14,0,14,224,208,224
820,203,2049641,240,216,1,7,0,7,224,216,224
820,203,2049651,240,221,1,5,0,5,227,221,227
820,203,2049661,240,206,0,13,0,13,219,206,219
820,203,2049671,89,83,1,2,0,2,86,83,86
820,204,2049681,240,220,3,3,0,3,226,220,226
820,204,2049691,240,210,1,6,0,6,217,210,217
820,204,2049701,240,203,1,16,0,16,220,203,220
820,204,2049711,240,223,2,4,0,4,229,223,229
820,204,2049721,240,197,1,13,0,13,211,197,211
820,204,2049731,240,214,0,11,0,11,225,214,225
820,204,2049741,240,210,0,12,0,12,222,210,222
820,204,2049751,240,218,2,7,0,7,227,218,227
820,204,2049761,240,214,0,10,0,10,224,214,224
820,204,2049771,240,210,1,11,0,11,222,210,222
820,204,2049781,240,215,0,7,0,7,222,215,222
820,204,2049791,240,207,1,9,0,9,217,207,217
820,204,2049801,240,211,3,9,0,9,223,211,223
820,204,2049811,240,197,1,11,0,11,209,197,209
820,204,2049821,240,199,1,7,0,7,207,199,207
820,204,2049831,240,211,3,7,0,7,221,211,221
820,204,2049841,240,205,2,15,0,15,222,205,222
820,204,2049851,240,208,1,11,0,11,220,208,220
820,204,2049861,240,209,2,9,0,9,220,209,220
820,204,2049871,240,218,0,5,0,5,223,218,223
820,204,2049881,240,220,0,4,0,4,224,220,224
820,204,2049891,240,212,1,10,0,10,223,212,223
820,204,2049901,240,209,1,12,0,12,222,209,222
820,204,2049911,240,160,0,61,0,61,221,160,221
820,204,2049921,240,192,1,27,0,27,220,192,220
820,204,2049931,240,206,1,13,0,13,220,206,220
820,204,2049941,240,202,2,14,0,14,218,202,218
820,204,2049951,76,71,0,1,0,1,72,71,72
820,301,2049961,240,208,2,13,0,13,223,208,223
820,301,2049971,240,207,3,9,0,9,219,207,219
820,301,2049981,240,207,3,12,0,12,222,207,222
820,301,2049991,240,215,2,13,0,13,230,215,230
820,301,2050001,240,206,1,17,0,17,224,206,224
820,301,2050011,240,212,0,7,0,7,219,212,219
820,301,2050021,240,214,1,9,0,9,224,214,224
820,301,2050031,240,202,1,19,0,19,222,202,222
820,301,2050041,240,206,2,13,0,13,221,206,221
820,301,2050051,240,209,4,11,0,11,224,209,224
820,301,2050061,240,207,3,15,0,15,225,207,225
820,301,2050071,240,210,3,12,0,12,225,210,225
820,301,2050081,240,213,0,7,0,7,220,213,220
820,301,2050091,240,212,0,13,0,13,225,212,225
820,301,2050101,240,215,0,11,0,11,226,215,226
820,301,2050111,240,211,0,15,0,15,226,211,226
820,301,2050121,240,202,2,10,0,10,214,202,214
820,301,2050131,240,205,1,14,0,14,220,205,220
820,301,2050141,240,205,2,14,0,14,221,205,221
820,301,2050151,240,208,4,6,0,6,218,208,218
820,301,2050161,240,202,2,7,0,7,211,202,211
820,301,2050171,240,213,0,10,0,10,223,213,223
820,301,2050181,240,195,1,19,0,19,215,195,215
820,301,2050191,240,216,1,7,0,7,224,216,224
820,301,2050201,240,202,1,11,0,11,214,202,214
820,301,2050211,190,166,1,11,0,11,178,166,178
820,25043,2050221,240,198,4,14,0,14,216,198,216
820,25043,2050231,240,205,1,8,0,8,214,205,214
820,25043,2050241,240,208,0,9,0,9,217,208,217
820,25043,2050251,240,212,2,10,0,10,224,212,224
820,25043,2050261,240,204,1,17,0,17,222,204,222
820,25043,2050271,240,210,1,14,0,14,225,210,225
820,25043,2050281,240,209,0,11,0,11,220,209,220
820,25043,2050291,240,211,0,16,0,16,227,211,227
820,25043,2050301,240,207,3,11,0,11,221,207,221
820,25043,2050311,240,208,1,7,0,7,216,208,216
820,25043,2050321,240,214,3,12,0,12,229,214,229
820,25043,2050331,240,199,6,14,0,14,219,199,219
820,25043,2050341,240,211,1,4,0,4,216,211,216
820,25043,2050351,25,21,0,2,0,2,23,21,23
820,604,2050361,240,210,1,8,0,8,219,210,219
820,604,2050371,240,215,1,11,0,11,227,215,227
820,604,2050381,240,206,0,10,0,10,216,206,216
820,604,2050391,240,209,1,7,0,7,217,209,217
820,604,2050401,240,208,1,14,0,14,223,208,223
820,604,2050411,240,209,1,8,0,8,218,209,218
820,604,2050421,240,206,2,8,0,8,216,206,216
820,604,2050431,240,204,1,8,0,8,213,204,213
820,604,2050441,240,202,0,15,0,15,217,202,217
820,604,2050451,240,210,1,9,0,9,220,210,220
820,604,2050461,190,170,0,5,0,5,175,170,175
820,603,2050471,240,216,0,10,0,10,226,216,226
820,603,2050481,240,213,3,6,0,6,222,213,222
820,603,2050491,240,210,1,9,0,9,220,210,220
820,603,2050501,240,211,1,2,0,2,214,211,214
820,603,2050511,240,219,1,8,0,8,228,219,228
820,603,2050521,240,205,1,11,0,11,217,205,217
820,603,2050531,240,217,1,3,0,3,221,217,221
820,603,2050541,240,215,0,8,0,8,223,215,223
820,603,2050551,240,196,0,14,0,14,210,196,210
820,603,2050561,240,211,1,10,0,10,222,211,222
820,603,2050571,240,213,0,12,0,12,225,213,225
820,603,2050581,240,210,1,11,0,11,222,210,222
820,603,2050591,240,218,1,7,0,7,226,218,226
820,603,2050601,240,211,0,10,0,10,221,211,221
820,603,2050611,240,208,0,10,0,10,218,208,218
820,603,2050621,240,210,1,9,0,9,220,210,220
820,603,2050631,240,206,0,9,0,9,215,206,215
820,603,2050641,240,211,0,1,0,1,212,211,212
820,603,2050651,240,215,1,4,0,4,220,215,220
820,603,2050661,240,206,2,11,0,11,219,206,219
820,603,2050671,240,212,1,9,0,9,222,212,222
820,603,2050681,240,219,0,7,0,7,226,219,226
820,603,2050691,240,204,3,15,0,15,222,204,222
820,603,2050701,240,214,0,9,0,9,223,214,223
820,603,2050711,240,217,1,7,0,7,225,217,225
820,603,2050721,240,217,1,6,0,6,224,217,224
820,603,2050731,240,208,2,9,0,9,219,208,219
820,603,2050741,240,206,1,7,0,7,214,206,214
820,603,2050751,240,214,0,6,0,6,220,214,220
820,603,2050761,240,198,1,12,0,12,211,198,211
820,603,2050771,240,204,1,9,0,9,214,204,214
820,603,2050781,240,212,2,3,0,3,217,212,217
820,603,2050791,240,203,3,14,0,14,220,203,220
820,603,2050801,240,210,4,8,0,8,222,210,222
820,603,2050811,113,103,0,5,0,5,108,103,108
820,601,2050821,240,214,0,10,0,10,224,214,224
820,601,2050831,240,206,1,13,0,13,220,206,220
820,601,2050841,240,221,1,1,0,1,223,221,223
820,601,2050851,240,202,2,13,0,13,217,202,217
820,601,2050861,240,221,0,3,0,3,224,221,224
820,601,2050871,240,203,2,7,0,7,212,203,212
820,601,2050881,240,215,1,12,0,12,228,215,228
820,601,2050891,240,214,0,12,0,12,226,214,226
820,601,2050901,240,211,0,10,0,10,221,211,221
820,601,2050911,240,199,0,18,0,18,217,199,217
820,601,2050921,240,216,1,5,0,5,222,216,222
820,601,2050931,240,203,2,16,0,16,221,203,221
820,601,2050941,240,220,1,9,0,9,230,220,230
820,601,2050951,240,209,2,7,0,7,218,209,218
820,601,2050961,240,211,1,8,0,8,220,211,220
820,601,2050971,240,216,0,4,0,4,220,216,220
820,601,2050981,240,208,1,6,0,6,215,208,215
820,601,2050991,240,192,1,29,0,29,222,192,222
820,601,2051001,240,210,1,12,0,12,223,210,223
820,601,2051011,240,214,1,13,0,13,228,214,228
820,601,2051021,240,203,5,12,0,12,220,203,220
820,601,2051031,240,206,1,9,0,9,216,206,216
820,601,2051041,240,210,1,7,0,7,218,210,218
820,601,2051051,240,215,0,10,0,10,225,215,225
820,601,2051061,240,204,1,13,0,13,218,204,218
820,601,2051071,240,213,1,9,0,9,223,213,223
820,601,2051081,240,211,0,10,0,10,221,211,221
820,601,2051091,240,211,0,9,0,9,220,211,220
820,601,2051101,240,212,1,5,0,5,218,212,218
820,601,2051111,240,209,2,9,0,9,220,209,220
820,601,2051121,240,211,2,10,0,10,223,211,223
820,601,2051131,240,218,0,10,0,10,228,218,228
820,601,2051141,240,216,1,4,0,4,221,216,221
820,601,2051151,108,96,1,1,0,1,98,96,98
820,605,2051161,240,209,0,4,0,4,213,209,213
820,605,2051171,225,180,0,4,0,4,184,180,184
820,401,2051181,240,212,3,9,0,9,224,212,224
820,401,2051191,240,209,1,14,0,14,224,209,224
820,401,2051201,240,203,3,8,0,8,214,203,214
820,401,2051211,240,216,0,6,0,6,222,216,222
820,401,2051221,240,212,1,11,0,11,224,212,224
820,401,2051231,240,216,0,12,0,12,228,216,228
820,401,2051241,240,202,2,13,0,13,217,202,217
820,401,2051251,240,213,1,10,0,10,224,213,224
820,401,2051261,240,216,3,5,0,5,224,216,224
820,401,2051271,240,214,2,10,0,10,226,214,226
820,401,2051281,240,206,1,8,0,8,215,206,215
820,401,2051291,240,207,1,11,0,11,219,207,219
820,401,2051301,240,214,1,8,0,8,223,214,223
820,401,2051311,240,201,0,12,0,12,213,201,213
820,401,2051321,240,210,0,9,0,9,219,210,219
820,401,2051331,240,217,1,7,0,7,225,217,225
820,401,2051341,240,199,2,21,0,21,222,199,222
820,401,2051351,240,209,1,12,0,12,222,209,222
820,401,2051361,240,203,3,13,0,13,219,203,219
820,401,2051371,240,205,0,16,0,16,221,205,221
820,401,2051381,240,204,5,10,0,10,219,204,219
820,401,2051391,240,219,0,10,0,10,229,219,229
820,401,2051401,240,209,1,11,0,11,221,209,221
820,401,2051411,240,212,2,4,0,4,218,212,218
820,401,2051421,240,197,2,14,0,14,213,197,213
820,401,2051431,240,211,5,9,0,9,225,211,225
820,401,2051441,240,213,2,9,0,9,224,213,224
820,401,2051451,240,203,2,12,0,12,217,203,217
820,401,2051461,244,219,1,10,0,10,230,219,230
820,402,2051471,240,211,3,6,0,6,220,211,220
820,402,2051481,240,205,2,7,0,7,214,205,214
820,402,2051491,240,213,1,7,0,7,221,213,221
820,402,2051501,240,221,2,9,0,9,232,221,232
820,402,2051511,240,206,2,9,0,9,217,206,217
820,402,2051521,240,206,1,8,0,8,215,206,215
820,402,2051531,240,207,2,8,0,8,217,207,217
820,402,2051541,240,198,3,12,0,12,213,198,213
820,402,2051551,240,205,0,15,0,15,220,205,220
820,402,2051561,240,215,1,13,0,13,229,215,229
820,402,2051571,240,207,0,10,0,10,217,207,217
820,402,2051581,240,214,3,9,0,9,226,214,226
820,402,2051591,240,210,2,7,0,7,219,210,219
820,402,2051601,240,213,2,8,0,8,223,213,223
820,402,2051611,240,208,1,10,0,10,219,208,219
820,402,2051621,240,208,1,5,0,5,214,208,214
820,402,2051631,240,185,1,37,0,37,223,185,223
820,402,2051641,240,215,0,6,0,6,221,215,221
820,402,2051651,240,201,1,12,0,12,214,201,214
820,402,2051661,240,215,2,9,0,9,226,215,226
820,402,2051671,240,213,1,5,0,5,219,213,219
820,402,2051681,240,199,1,13,0,13,213,199,213
820,402,2051691,240,214,0,10,0,10,224,214,224
820,402,2051701,240,205,0,14,0,14,219,205,219
820,402,2051711,240,206,1,10,0,10,217,206,217
820,402,2051721,240,218,0,12,0,12,230,218,230
820,402,2051731,240,212,1,9,0,9,222,212,222
820,402,2051741,240,217,0,6,0,6,223,217,223
820,402,2051751,240,213,2,10,0,10,225,213,225
820,402,2051761,240,214,1,6,0,6,221,214,221
820,402,2051771,240,202,2,8,0,8,212,202,212
820,402,2051781,240,223,2,3,0,3,228,223,228
820,402,2051791,240,213,1,8,0,8,222,213,222
820,402,2051801,240,208,2,7,0,7,217,208,217
820,402,2051811,240,198,2,17,0,17,217,198,217
820,402,2051821,240,211,0,10,0,10,221,211,221
820,402,2051831,240,212,3,7,0,7,222,212,222
820,402,2051841,240,211,2,13,0,13,226,211,226
820,402,2051851,240,211,3,13,0,13,227,211,227
820,402,2051861,240,208,0,16,0,16,224,208,224
820,402,2051871,240,193,1,25,0,25,219,193,219
820,402,2051881,240,210,1,11,0,11,222,210,222
820,402,2051891,240,200,5,16,0,16,221,200,221
820,402,2051901,240,210,0,14,0,14,224,210,224
820,402,2051911,240,219,2,5,0,5,226,219,226
820,402,2051921,240,209,2,12,0,12,223,209,223
820,402,2051931,240,211,1,12,0,12,224,211,224
820,402,2051941,21,19,0,1,0,1,20,19,20
820,404,2051951,240,213,3,9,0,9,225,213,225
820,404,2051961,240,196,1,23,0,23,220,196,220
820,404,2051971,240,199,0,21,0,21,220,199,220
820,404,2051981,240,197,1,18,0,18,216,197,216
820,404,2051991,240,181,2,32,0,32,215,181,215
820,404,2052001,240,211,0,13,0,13,224,211,224
820,404,2052011,240,211,2,11,0,11,224,211,224
820,404,2052021,240,207,0,13,0,13,220,207,220
820,404,2052031,240,213,2,8,0,8,223,213,223
820,404,2052041,240,208,2,7,0,7,217,208,217
820,404,2052051,240,211,0,9,0,9,220,211,220
820,404,2052061,240,206,2,4,0,4,212,206,212
820,404,2052071,240,205,0,11,0,11,216,205,216
820,404,2052081,240,210,2,6,0,6,218,210,218
820,404,2052091,240,204,24,12,0,12,240,204,240
820,404,2052101,53,46,0,1,0,1,47,46,47
820,403,2052111,240,208,1,13,0,13,222,208,222
820,403,2052121,240,208,2,12,0,12,222,208,222
820,403,2052131,240,207,3,12,0,12,222,207,222
820,403,2052141,240,206,3,8,0,8,217,206,217
820,403,2052151,240,217,1,5,0,5,223,217,223
820,403,2052161,240,208,0,8,0,8,216,208,216
820,403,2052171,240,201,3,9,0,9,213,201,213
820,403,2052181,240,217,1,7,0,7,225,217,225
820,403,2052191,240,217,0,7,0,7,224,217,224
820,403,2052201,240,208,1,14,0,14,223,208,223
820,403,2052211,240,215,0,7,0,7,222,215,222
820,403,2052221,240,208,2,10,0,10,220,208,220
820,403,2052231,240,207,3,11,0,11,221,207,221
820,403,2052241,240,207,0,11,0,11,218,207,218
820,403,2052251,240,212,2,4,0,4,218,212,218
820,403,2052261,240,199,2,9,0,9,210,199,210
820,403,2052271,240,210,4,7,0,7,221,210,221
820,403,2052281,240,215,1,4,0,4,220,215,220
820,403,2052291,240,210,1,8,0,8,219,210,219
820,403,2052301,240,207,3,9,0,9,219,207,219
820,403,2052311,240,217,2,4,0,4,223,217,223
820,403,2052321,240,212,1,7,0,7,220,212,220
820,403,2052331,240,211,2,12,0,12,225,211,225
820,403,2052341,240,205,4,15,0,15,224,205,224
820,403,2052351,240,212,1,9,0,9,222,212,222
820,403,2052361,240,215,0,9,0,9,224,215,224
820,403,2052371,240,202,1,15,0,15,218,202,218
820,403,2052381,240,204,2,12,0,12,218,204,218
820,403,2052391,240,211,2,11,0,11,224,211,224
820,403,2052401,240,210,1,9,0,9,220,210,220
820,403,2052411,240,204,1,15,0,15,220,204,220
820,403,2052421,240,220,0,5,0,5,225,220,225
820,403,2052431,240,210,0,13,0,13,223,210,223
820,403,2052441,240,209,0,12,0,12,221,209,221
820,403,2052451,240,215,2,10,0,10,227,215,227
820,403,2052461,240,217,1,6,0,6,224,217,224
820,403,2052471,240,206,2,6,0,6,214,206,214
820,403,2052481,240,213,1,26,0,26,240,213,240
820,403,2052491,240,197,0,19,0,19,216,197,216
820,403,2052501,240,196,2,17,0,17,215,196,215
820,403,2052511,134,122,2,0,0,0,124,122,124
820,32164,2052521,240,208,1,9,0,9,218,208,218
820,32164,2052531,240,200,1,17,0,17,218,200,218
820,32164,2052541,102,86,0,4,0,4,90,86,90
820,502,2052551,240,211,1,10,0,10,222,211,222
820,502,2052561,240,208,0,13,0,13,221,208,221
820,502,2052571,240,205,1,14,0,14,220,205,220
820,502,2052581,240,216,0,11,0,11,227,216,227
820,502,2052591,240,207,0,19,0,19,226,207,226
820,502,2052601,240,220,1,7,0,7,228,220,228
820,502,2052611,240,210,2,12,0,12,224,210,224
820,502,2052621,240,210,1,17,0,17,228,210,228
820,502,2052631,240,200,3,15,0,15,218,200,218
820,502,2052641,240,200,3,13,0,13,216,200,216
820,502,2052651,240,212,2,10,0,10,224,212,224
820,502,2052661,240,211,2,9,0,9,222,211,222
820,502,2052671,240,202,1,17,0,17,220,202,220
820,502,2052681,240,210,3,9,0,9,222,210,222
820,502,2052691,240,209,1,7,0,7,217,209,217
820,502,2052701,240,192,1,9,0,9,202,192,202
820,502,2052711,154,129,0,12,0,12,141,129,141
820,503,2052721,240,218,0,7,0,7,225,218,225
820,503,2052731,240,208,1,10,0,10,219,208,219
820,503,2052741,240,216,2,8,0,8,226,216,226
820,503,2052751,240,217,0,8,0,8,225,217,225
820,503,2052761,240,215,2,10,0,10,227,215,227
820,503,2052771,240,212,1,7,0,7,220,212,220
820,503,2052781,240,219,2,4,0,4,225,219,225
820,503,2052791,240,217,0,9,0,9,226,217,226
820,503,2052801,240,211,3,6,0,6,220,211,220
820,503,2052811,240,214,0,4,0,4,218,214,218
820,503,2052821,240,207,0,14,0,14,221,207,221
820,503,2052831,240,210,1,9,0,9,220,210,220
820,503,2052841,240,215,2,7,0,7,224,215,224
820,503,2052851,240,215,0,11,0,11,226,215,226
820,503,2052861,150,136,2,3,0,3,141,136,141
820,25037,2052871,240,206,3,9,0,9,218,206,218
820,25037,2052881,240,200,3,8,0,8,211,200,211
820,25037,2052891,240,208,2,9,0,9,219,208,219
820,25037,2052901,240,212,1,3,0,3,216,212,216
820,25037,2052911,240,210,2,4,0,4,216,210,216
820,25037,2052921,240,200,0,14,0,14,214,200,214
820,25037,2052931,240,202,1,10,0,10,213,202,213
820,25037,2052941,240,224,1,7,0,7,232,224,232
820,25037,2052951,240,207,0,14,0,14,221,207,221
820,25037,2052961,240,210,1,11,0,11,222,210,222
820,25037,2052971,240,219,0,9,0,9,228,219,228
820,25037,2052981,240,218,1,7,0,7,226,218,226
820,25037,2052991,240,209,4,6,0,6,219,209,219
820,25037,2053001,240,205,1,10,0,10,216,205,216
820,25037,2053011,240,210,3,10,0,10,223,210,223
820,25037,2053021,240,201,4,11,0,11,216,201,216
820,25037,2053031,240,205,3,12,0,12,220,205,220
820,25037,2053041,66,56,0,1,0,1,57,56,57
820,501,2053051,240,218,0,5,0,5,223,218,223
820,501,2053061,240,195,1,15,0,15,211,195,211
820,501,2053071,240,212,1,6,0,6,219,212,219
820,501,2053081,240,205,1,15,0,15,221,205,221
820,501,2053091,240,201,2,21,0,21,224,201,224
820,501,2053101,240,221,1,6,0,6,228,221,228
820,501,2053111,240,197,2,17,0,17,216,197,216
820,501,2053121,240,215,0,7,0,7,222,215,222
